,Artist,Art Name,Date,Image Thumbnail,artist,cloud prediction
4024,Jasper Cropsey,"Wyoming Valley, Pennsylvania",1864,https://stor.artstor.org/stor/d50c592f-464e-402b-9902-e64a7449ab99_size1,cropsey,Sc
4029,Jasper Cropsey,"Autumn Landscape, Sugar Loaf Mountain, Orange County, New York",1870,https://stor.artstor.org/stor/87e6a3e9-395e-493e-8259-5e2c303cc6d7_size1,cropsey,Ns
4030,Jasper Cropsey,The Clove - A Storm Scene in the Catskill Mountains,1851,https://stor.artstor.org/stor/c616aee9-33f2-4e12-90dd-4327cf8d864a_size1,cropsey,Sc
4035,Jasper Cropsey,A Blasted Tree (recto) Floorplan (verso),1851,https://stor.artstor.org/stor/19296e91-a7d7-4563-bf18-804466bc578e_size1,cropsey,Ac
4036,Jasper Cropsey,Landscape (Hastings-on-Hudson),1888,https://stor.artstor.org/stor/8a6566f4-88e3-4ac2-ac8b-9fd13ba21d06_size1,cropsey,Ac
4037,Jasper Cropsey,Gray Day on the Esopus,1882,https://stor.artstor.org/stor/1a7c08ac-25a6-468b-b4b4-c8604e215a26_size1,cropsey,Ac
4038,Jasper Cropsey,Landscape (from Cropsey Album),1849,https://stor.artstor.org/stor/4936815c-2a88-42b2-b5f2-cbf0641b4577_size1,cropsey,Ns
4047,Jasper Cropsey,"Torre dei Schiavi, The Roman Campagna (from Cropsey Album)",1853,https://stor.artstor.org/stor/6524bbbd-2f02-4068-936f-19599fbfb3d3_size1,cropsey,Ns
4056,Jasper Cropsey,"The Old Homestead, Wyoming Valley",1865,https://stor.artstor.org/stor/7211b11c-0177-4e66-a091-770c86fd7221_size1,cropsey,As
4057,Jasper Cropsey,Under the Palisades,1891,https://stor.artstor.org/stor/fbf52988-f070-40e6-956b-3e5654552d2f_size1,cropsey,Cc
4059,Jasper Cropsey,Trees and a Stream on a Hillside,1853,https://stor.artstor.org/stor/b32a0c93-05e4-4d9c-a2e0-28bfb9b0556a_size1,cropsey,Cs
4060,Jasper Cropsey,A Blasted Tree,1851,https://stor.artstor.org/stor/90690b03-abea-47e4-b0a6-9a7397a282c8_size1,cropsey,Ac
4070,Jasper Cropsey,Harvest scene,1855,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20312623.jpg,cropsey,Ns
4071,Jasper Cropsey,Autumn - On the Hudson,1860,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20303595.jpg,cropsey,Ac
4088,Jasper Cropsey,"View near Sherburne, Chenango County, New York",1853,https://stor.artstor.org/stor/973482e6-45cd-46af-a8b9-e47f04ef22dd_size1,cropsey,Ns
4089,Jasper Cropsey,"Pompton Plains, New Jersey",1867,https://stor.artstor.org/stor/9a12ddbb-cb23-4425-8126-85d45a0d0e3a_size1,cropsey,As
4090,Jasper Cropsey,Tintern Abbey on the Wye,1849,https://stor.artstor.org/stor/012c509c-1235-4b79-9404-8bde36503ecd_size1,cropsey,As
4091,Jasper Cropsey,Passing Shower on the Hudson,1885,https://stor.artstor.org/stor/f8fced79-2fc7-4fb1-8af0-ae19500ba876_size1,cropsey,Ns
4092,Jasper Cropsey,The Narrows from Staten Island,1868,https://stor.artstor.org/stor/020fbb63-29bf-4f3e-bd65-5a26f5a94d72_size1,cropsey,St
4093,Jasper Cropsey,"Sugar Loaf and Wickham Pond, Warwick, New York",1867,https://stor.artstor.org/stor/3c734c04-ae8c-4a6c-af47-b617a1f86284_size1,cropsey,St
4094,Jasper Cropsey,Autumn on Greenwood Lake,1861,https://stor.artstor.org/stor/2f00ad51-397c-4fc0-b140-5a3cd5877d2c_size1,cropsey,Ac
4095,Jasper Cropsey,American Harvesting,1851,https://stor.artstor.org/stor/3c862b11-69e1-49af-a747-4f8520974a96_size1,cropsey,Ns
4096,Jasper Cropsey,Starrucca Viaduct,1865,https://stor.artstor.org/stor/af0da41e-8758-4096-b7e0-d042133ba2ec_size1,cropsey,As
4101,Thomas Cole,New England Scenery,1839,https://stor.artstor.org/stor/7efe4ec8-866d-4e4f-a77a-852f626aca00_size1,cole,As
4102,Thomas Cole,"Landscape with Figures: A Scene from ""The Last of the Mohicans""",1826,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/18106839.jpg,cole,Ac
4116,Thomas Cole,The Course of Empire: The Arcadian or Pastoral State,1834,https://stor.artstor.org/stor/0751ab8b-27a0-4aef-a6eb-e18e127ccc0c_size1,cole,Sc
4117,Thomas Cole,Course of empire: destruction,1836,https://stor.artstor.org/stor/101dce12-5882-43d3-a793-b022b82fe6ea_size1,cole,Ac
4262,Thomas Cole,The Lonely Cross,1845,https://stor.artstor.org/stor/0380c2d7-233a-429d-9c01-542c74dab406_size1,cole,Cs
4275,Thomas Cole,Sketchbook,1839,https://stor.artstor.org/stor/f09b9c08-92f3-4e4b-89e0-2ea523e2539d_size1,cole,Ns
4276,Thomas Cole,The Garden of Eden,1828,https://stor.artstor.org/stor/ddd65276-c5ec-4143-b2db-5e705c9958d0_size1,cole,Sc
4277,Thomas Cole,Landscape (Moonlight),1833,https://stor.artstor.org/stor/d6e3d9e1-9a38-403f-a6f2-1b2d9ea5a957_size1,cole,Ac
4282,Thomas Cole,The Hunter's Return,1845,https://stor.artstor.org/stor/c034c0a4-c81a-4f8e-8523-bc9a63923da0_size1,cole,Ac
4283,Thomas Cole,Sunset in the Catskills,1841,https://stor.artstor.org/stor/8575431b-2823-4f4d-b223-ed4ff5e53422_size1,cole,Cs
4284,Thomas Cole,The Course of Empire--The Savage State,1834,https://stor.artstor.org/stor/d80ee014-0007-4d2e-9843-3ffc3c567aad_size1,cole,As
4285,Thomas Cole,"Catskill Creek, New York",1845,https://stor.artstor.org/stor/dffe5cbd-6fb1-42f7-b7c9-76029cdf3d89_size1,cole,Sc
4286,Thomas Cole,River in the Catskills,1843,https://stor.artstor.org/stor/36095280-e74f-4e37-863e-3de5cf067d9a_size1,cole,Sc
4287,Thomas Cole,View near the Village of Catskill,1827,https://stor.artstor.org/stor/9e8ff138-c9ac-43cd-b6ed-9d314517f1c9_size1,cole,Sc
4324,Thomas Cole,Sunrise in the Catskills,1826,https://stor.artstor.org/stor/f403586f-2492-40bf-85e9-6103d22737ab_size1,cole,Sc
4325,Thomas Cole,Italian Coast Scene with Ruined Tower,1838,https://stor.artstor.org/stor/a9338e6e-25b7-444f-83e7-56798e3ef5d4_size1,cole,Sc
4326,Thomas Cole,"Autumn Twilight, View of Corway Peak [Mount Chocorua], New Hampshire",1834,https://stor.artstor.org/stor/288141bf-9262-49b4-adb6-fbb4a786d453_size1,cole,Sc
4327,Thomas Cole,View on the Catskill-Early Autumn,1836,https://stor.artstor.org/stor/e8048dd4-cd9c-437a-b9c0-2c46e2e14826_size1,cole,St
4328,Thomas Cole,"Study for ""Catskill Creek""",1844,https://stor.artstor.org/stor/d8fa8259-b443-4597-a038-bc5c8b158c81_size1,cole,As
4333,Thomas Cole,Kaaterskill Falls,1826,https://stor.artstor.org/stor/fc3d8a8b-7bd2-492a-8bb3-dc38ff683cf8_size1,cole,Ac
4334,Thomas Cole,Voyage of life: youth,1842,https://stor.artstor.org/stor/5a8ac911-1b18-4a87-bc0f-d94c03572cea_size1,cole,Sc
4351,Thomas Cole,Mountain landscape with waterfall,1847,https://stor.artstor.org/stor/0ff8818a-99f5-4c11-938e-01f41449e6d5_size1,cole,As
4361,Thomas Cole,Voyage of life: manhood,1842,https://stor.artstor.org/stor/7f7d1398-b4dc-418e-98ca-5daeb96bd61d_size1,cole,Cc
4362,Thomas Cole,The Architect's dream,1840,https://stor.artstor.org/stor/e5a6a28c-cf70-4485-b269-eb071879d30a_size1,cole,Sc
4363,Thomas Cole,Voyage of life: childhood,1842,https://stor.artstor.org/stor/f58ecd87-ad57-4924-adba-863b669550c5_size1,cole,St
4364,Thomas Cole,Voyage of life: old age,1842,https://stor.artstor.org/stor/0d556b2d-af8e-4f55-9bde-f1bf89187843_size1,cole,Ns
4369,Thomas Cole,Study for Trees,1825,https://stor.artstor.org/stor/4dd802d5-87cc-4754-a7e9-70274ddf81f7_size1,cole,St
4392,Thomas Cole,The Fountain of Vaucluse,1841,https://stor.artstor.org/stor/9a8a4c98-fd6e-45ae-88f5-f2496710ce14_size1,cole,Cb
4393,Thomas Cole,"View from Mount Holyoke, Northampton, Massachusetts, after a Thunderstorm—The Oxbow",1836,https://stor.artstor.org/stor/e6969c57-35d1-422a-9b1b-3aca5a549928_size1,cole,Ns
4420,Thomas Cole,"Summer Twilight, A Recollection of a Scene in New England",1834,https://stor.artstor.org/stor/58acf3d4-4d7b-46bd-b68e-b7ef612def8d_size1,cole,St
4421,Thomas Cole,A View of the Mountain Pass Called the Notch of the White Mountains (Crawford Notch),1839,https://stor.artstor.org/stor/ae59536e-23a4-4d52-9ad0-1b8bd278c9a0_size1,cole,Cu
4422,Thomas Cole,American Lake Scene,1844,https://stor.artstor.org/stor/d04e0682-c17b-4910-b049-8a42bc1594f3_size1,cole,Ns
4427,Thomas Cole,The Mountain Ford,1846,https://stor.artstor.org/stor/12c850f6-92e2-47af-a9ef-cbfe62760a07_size1,cole,Cu
4428,Thomas Cole,Landscape (Landscape with Tree Trunks),1828,https://stor.artstor.org/stor/038dcc5b-af94-4097-8bff-73e922dfe06a_size1,cole,St
4433,Thomas Cole,Catskill Scenery,1833,https://stor.artstor.org/stor/52f1b6e5-6561-426c-8e12-00f3ba9c7b98_size1,cole,Ac
4434,Thomas Cole,"On Catskill Creek, Sunset",1845,https://stor.artstor.org/stor/8df9c310-bb7c-4614-93a1-dcb5f2b4b760_size1,cole,As
4435,Thomas Cole,"The Vale and Temple of Segestae, Sicily",1844,https://stor.artstor.org/stor/6741b9c7-9b14-4cb2-8756-91fb848821a4_size1,cole,Ac
4436,Thomas Cole,North Mountain and Catskill Creek,1838,https://stor.artstor.org/stor/9568a313-2897-41a6-b5eb-075a06cc4e6b_size1,cole,Ac
4437,Thomas Cole,The Subsiding of the Waters of the Deluge,1829,https://stor.artstor.org/stor/d9569332-60db-4c09-a563-97f09fc7ca43_size1,cole,As
4438,Thomas Cole,Panorama of the Oxbow on the Connecticut River as seen from Mount Holyoke,1832,https://stor.artstor.org/stor/57caf586-20e7-4069-8efb-dc94a23e1e98_size1,cole,Ac
4439,Thomas Cole,A Wild Scene,1831,https://stor.artstor.org/stor/b2157166-7b4e-4974-9788-d1e0b891316d_size1,cole,Ac
4440,Thomas Cole,View on the Catskill?Early Autumn,1836,https://stor.artstor.org/stor/cae2f155-b807-4b23-af2d-cf0cef4f0770_size1,cole,Sc
4441,Thomas Cole,Salvator Rosa Sketching Banditti,1832,https://stor.artstor.org/stor/253ab4f6-480c-4e2b-aa21-7c87447cc612_size1,cole,Ns
4442,Thomas Cole,Mountain Landscape [verso],1828,https://stor.artstor.org/stor/be782c7b-9180-42e0-9da3-ce03f5eed565_size1,cole,St
4443,Thomas Cole,Il Penseroso,1845,https://stor.artstor.org/stor/b546b26f-d3fd-405d-a789-33417954821f_size1,cole,Sc
4444,Thomas Cole,L'Allegro,1845,https://stor.artstor.org/stor/0650bb36-a740-417d-ab7e-a39cf6c07307_size1,cole,Ns
4445,Thomas Cole,An Italian Autumn,1844,https://stor.artstor.org/stor/55fef571-a86c-4e34-9c28-8b0d1b81e8b7_size1,cole,St
4446,Thomas Cole,"View near Lentini, Sicily",1842,https://stor.artstor.org/stor/716853de-5fd4-4e63-a0fc-25c4ab1cef0b_size1,cole,Ns
4451,Thomas Cole,Old Mill at Sunset,1844,https://stor.artstor.org/stor/b2cf820d-a21f-4d98-9a6b-9a077b985bef_size1,cole,Cs
4452,Thomas Cole,Last of the Mohicans,1827,https://stor.artstor.org/stor/b131bde6-d9d6-4701-95d5-8611ff62e571_size1,cole,Ns
4453,Thomas Cole,River In the Catskills,1843,https://stor.artstor.org/stor/83f2a9b4-46e9-426e-b987-b20b5c7920bb_size1,cole,Ns
4454,Thomas Cole,Daniel Boone and his Cabin on the Great Osage Lake,1826,https://stor.artstor.org/stor/b0dddc6c-417d-45fc-ba25-a9f8613e842a_size1,cole,Ns
4459,Thomas Cole,Mountain Scenery,1827,https://stor.artstor.org/stor/1a20755f-6824-4990-b6ed-828dcd022caf_size1,cole,Ac
4464,Thomas Cole,Tornado in an American Forest,1831,https://stor.artstor.org/stor/af39720e-9951-4b54-a7e6-fdaeed50b9f5_size1,cole,Ns
4465,Thomas Cole,"Landscape with Waterfalls, Folio 10 in the John Ludlow Morton Album",1827,https://stor.artstor.org/stor/35ed6056-f4c7-49b8-b571-5d3b8df06f60_size1,cole,Ac
4466,Thomas Cole,"Sunset, View on the Catskill",1833,https://stor.artstor.org/stor/818710f4-fe00-4aef-8a0f-7f70e5ed0189_size1,cole,Cs
4467,Thomas Cole,Genesee Scenery (Mountain Landscape with Waterfall),1847,https://stor.artstor.org/stor/a47dde28-e330-4311-80c8-8e081a14bc37_size1,cole,As
4468,Thomas Cole,Angels Ministering to Christ in the Wilderness,1843,https://stor.artstor.org/stor/b422b54b-26ab-4b20-8424-fe9feadaf99c_size1,cole,Ns
4469,Thomas Cole,"Temples of Juno, Lucina, and Concordia - Agrigentum, Sicily",1842,https://stor.artstor.org/stor/ace1ce10-f678-4534-af55-4ec03e84f00e_size1,cole,Ac
4470,Thomas Cole,The Cross in the Wilderness,1844,https://stor.artstor.org/stor/47ff73b3-1e91-40df-8667-c227965600d5_size1,cole,Cu
4471,Thomas Cole,Narcissus [recto],1828,https://stor.artstor.org/stor/47b6a08c-df22-4cd6-aceb-3ceb26e8e74b_size1,cole,Ns
4472,Thomas Cole,Sketch for Ohio State Capitol Design,1838,https://stor.artstor.org/stor/e5a20c5e-defe-4e8a-9452-b53cf61f66b8_size1,cole,Sc
4473,Thomas Cole,On the Road from Conway,1827,https://stor.artstor.org/stor/ac3495bf-cf21-4d29-8f1f-4ac6a1480aa0_size1,cole,Cc
4478,Thomas Cole,"The Voyage of Life, II, Youth",1849,https://stor.artstor.org/stor/cb777a6e-edaa-494a-bb38-f940b467e479_size1,cole,Ns
4479,Thomas Cole,The Temple of Segesta with the Artist Sketching,1842,https://stor.artstor.org/stor/8a8b9bd6-7837-4f05-8b87-500e09612b9e_size1,cole,Ac
4480,Thomas Cole,Notch of the White Mountains,1839,https://stor.artstor.org/stor/d47ab434-a12a-4368-bb4d-6eed948f5d68_size1,cole,As
4481,Thomas Cole,Monte Video,1828,https://stor.artstor.org/stor/76aaca40-ba67-4ee4-852b-078ad525586e_size1,cole,Ns
4486,Thomas Cole,Dead Abel,1832,https://stor.artstor.org/stor/45bff2fa-7de2-4b41-94ea-13b5417259b1_size1,cole,Ns
4487,Thomas Cole,Autumn Landscape Mount Chocorua,1827,https://stor.artstor.org/stor/ad1426de-9759-4df3-b688-b410819413c1_size1,cole,Ci
4488,Thomas Cole,View Near Catskills,1828,https://stor.artstor.org/stor/e7a69748-4943-4724-9d80-0c4ec8a33004_size1,cole,Ac
4489,Thomas Cole,Pic-Nic,1846,https://stor.artstor.org/stor/5ecd613c-eca3-4808-ad23-ac9d8537602e_size1,cole,Cc
4490,Thomas Cole,Sketch of Tree Trunks,1825,https://stor.artstor.org/stor/8741b895-e3b3-40d2-9324-d2b2209e618a_size1,cole,Ac
4491,Thomas Cole,The Pilgrim of the World at the End of His Journey,1847,https://stor.artstor.org/stor/7e89a562-9d20-4487-a9a3-b1a3038ca08e_size1,cole,Sc
4492,Thomas Cole,"Study for ""Dream of Arcadia""",1838,https://stor.artstor.org/stor/64f0ca7b-2d3d-461f-8145-ea1fe14af190_size1,cole,Ns
4493,Thomas Cole,Study of Tree Trunks; verso: Sketch of Leaves and Tree Branches,1823,https://stor.artstor.org/stor/a87f855d-ef72-4e70-9949-1872aa458f0c_size1,cole,Ns
4494,Thomas Cole,Double Waterfall-Kaaterskill Falls,1826,https://stor.artstor.org/stor/2c18acc8-63db-4f33-8cbe-8c4979d80035_size1,cole,Ns
4500,Thomas Cole,"Temple of Juno, Agrigentum",1842,https://stor.artstor.org/stor/e30f35e9-290b-4490-bde1-a1555bf17c19_size1,cole,Ns
4501,Thomas Cole,Peace at Sunset (Evening in the White Moutains),1827,https://stor.artstor.org/stor/e43daa34-0ea7-4b48-ae1a-b178caeef189_size1,cole,Sc
4502,Thomas Cole,Falls at Catskill,1828,https://stor.artstor.org/stor/e47ce0b0-85e6-4693-8470-b01d62db4b05_size1,cole,Cc
4503,Thomas Cole,Tall Rugged Cliff and Tree Tops,1846,https://stor.artstor.org/stor/042af8e6-5240-44ee-b6c9-a075fd17807c_size1,cole,Ns
4504,Thomas Cole,The Colosseum,1832,https://stor.artstor.org/stor/5fd99b4a-fc42-4252-aac0-c6b76e1bd8df_size1,cole,Ns
4505,Thomas Cole,Wooded Landscape with Figures,1837,https://stor.artstor.org/stor/4cff698c-4c8a-4e9c-8a5a-de250c7c8241_size1,cole,Ac
4506,Thomas Cole,"(Untitled, landscape with building fragment)",1831,https://stor.artstor.org/stor/aab78d35-c7ef-478d-aa66-0756be016c66_size1,cole,St
4507,Thomas Cole,Landscape with Boats,1828,https://stor.artstor.org/stor/95df1880-b323-4115-9011-1b86134ba176_size1,cole,St
4508,Thomas Cole,"(Untitled, landscape with mountains)",1831,https://stor.artstor.org/stor/f3309fc0-d299-48fa-b221-5e8bb54c7a32_size1,cole,Ns
4509,Thomas Cole,Industry and Idleness [after Hogarth's The Industrious 'Prentice Performing the Duty of a Christian],1807,https://stor.artstor.org/stor/1796062f-1599-4fa4-ad98-b89253bee83a_size1,cole,Cc
4510,Thomas Cole,"The Pilgrim of the Cross at the End of His Journey (study for series, The Cross and theWorld)",1846,https://stor.artstor.org/stor/e66c6ee7-edda-41a7-a4ef-2acfa8b9a663_size1,cole,As
4511,Thomas Cole,Baia Looking South,1832,https://stor.artstor.org/stor/4384ee61-cd15-4c22-a1a9-7688856997d1_size1,cole,Ac
4512,Thomas Cole,"(Untitled, inside page of cover for sketchbook)",1832,https://stor.artstor.org/stor/dad9978b-45eb-410b-b920-cd9452c650a0_size1,cole,Cs
4513,Thomas Cole,Rocks,1842,https://stor.artstor.org/stor/ed84ed7d-03fa-4a43-a884-16599b8d6ec0_size1,cole,Ns
4515,Thomas Cole,"Newstead Abbey, Nottinghamshire, England",1830,https://stor.artstor.org/stor/b7dd0f9a-01ba-4709-ba43-3a17669e86c6_size1,cole,Ac
4516,Thomas Cole,House in Mount Desert,1842,https://stor.artstor.org/stor/c88c8ee2-fa00-4ceb-acb5-72dd6b022c6d_size1,cole,Ns
4517,Thomas Cole,"Effect for Newstead Abbey, Nottinghamshire, England",1830,https://stor.artstor.org/stor/b8f03eaa-a887-4bc6-8653-f72dbca5ca79_size1,cole,Ns
4520,Thomas Cole,The oxbow (the Connecticut River near Northampton),1846,https://stor.artstor.org/stor/ecc34e2e-10e2-4e8f-9bb0-a9b3c15908c6_size1,cole,Ns
4521,Thomas Cole,In the Catskills,1837,https://stor.artstor.org/stor/470c58d8-b032-41ce-9687-7a22585d7938_size1,cole,Sc
4525,Thomas Cole,Expulsion: Moon and Firelight,1827,https://stor.artstor.org/stor/b5bc9b89-95b1-4c9b-bbe1-b706ae0b3c70_size1,cole,Ac
4526,Thomas Cole,Tempest,1826,https://stor.artstor.org/stor/49763a27-8581-4d2f-bff5-74c6c50f4ae1_size1,cole,Ns
4527,Thomas Cole,The Catskill Mountains,1833,https://stor.artstor.org/stor/1f6bc750-73e2-496f-823f-d870e1155c4f_size1,cole,St
4528,Thomas Cole,"Clove, Catskills",1827,https://stor.artstor.org/stor/e5092e01-5426-403d-92ca-61f5a77d174e_size1,cole,Ac
4529,Thomas Cole,Mountain Ford,1846,https://stor.artstor.org/stor/7af5e16c-1ce7-4d42-b9e8-a88dc8783d03_size1,cole,Cu
4530,Thomas Cole,Course of Empire: Destruction: sketch,1834,https://stor.artstor.org/stor/4135134f-cf9b-48c3-84ee-3b061b2f04cf_size1,cole,Ac
4531,Thomas Cole,Schroon Mountains,1833,https://stor.artstor.org/stor/a91b9308-6452-4398-a030-c2640776c01f_size1,cole,As
4532,Thomas Cole,White Pine,1827,https://stor.artstor.org/stor/d1327bb8-63dd-45ac-b725-3d7bbec80420_size1,cole,St
4533,Thomas Cole,Pastoral Landscape with Fisherman,1826,https://stor.artstor.org/stor/3e385f0f-9fe4-4345-ab6e-f22a87b74cee_size1,cole,St
4559,Thomas Cole,View Near Tivoli (Morning),1832,https://stor.artstor.org/stor/e26189f5-676e-4afb-b04f-5a12c29ada1a_size1,cole,St
4560,Thomas Cole,"Near Conway, New Hampshire",1828,https://stor.artstor.org/stor/386d7d5d-11c7-4f40-a76a-7e27caae58fb_size1,cole,Cc
4561,Thomas Cole,Study of Rocks and Cliffs,1828,https://stor.artstor.org/stor/2a4d9c80-d7b7-4a92-9a6d-86dad95eaa85_size1,cole,Ci
4562,Thomas Cole,Interior of the Colosseum,1832,https://stor.artstor.org/stor/1117cbbf-36ba-4954-8d86-d6cefe9087f8_size1,cole,Sc
4563,Thomas Cole,Pilgrim of the Cross,1847,https://stor.artstor.org/stor/08cfda0c-e5de-42be-b503-de7380ea9685_size1,cole,Ac
4564,Thomas Cole,Gothic Ruins at Sunset,1844,https://stor.artstor.org/stor/44967562-9b33-481c-86f3-78b14b7effba_size1,cole,As
4565,Thomas Cole,View in the White Mountains,1828,https://stor.artstor.org/stor/a1a23597-4ac0-4fff-a8f0-417c6f0c7ece_size1,cole,Cb
4566,Thomas Cole,View of the Arno,1835,https://stor.artstor.org/stor/9067a5b4-3b3e-4a01-b512-2bbab9261680_size1,cole,Ns
4567,Thomas Cole,Present,1838,https://stor.artstor.org/stor/dce92fe8-6b60-4b36-84a6-1fd7bc4abe43_size1,cole,Ns
4568,Thomas Cole,Past,1838,https://stor.artstor.org/stor/af67ec17-8dbb-46e7-a195-555d09e496e0_size1,cole,Ns
4569,Thomas Cole,"View of Two Lakes, Catskills",1844,https://stor.artstor.org/stor/e41b1385-d1c7-40ce-8c90-70a39821f6b0_size1,cole,Sc
4570,Thomas Cole,Cross and the World,1848,https://stor.artstor.org/stor/d25a3b39-fc00-4c87-a281-6cec905bc499_size1,cole,Sc
4571,Thomas Cole,Catania and Mount Etna,1842,https://stor.artstor.org/stor/48efba6d-1c88-4cfb-aa20-7210e687f064_size1,cole,Ac
